Диммер (силовой блок) datapak pulsar 18x10
Преамп ADA MP-1
Новая ASL PS230RM
Аккордеон Weltmeister
Продам бас-гитару epiphone с комбоусилителем
Микрофон Beyerdynamic M201N(C)
"Dj-комплект Pioneer DJM3000, CMX3000, рековый кейс"
Метроном wittner taktell
Гитарная педаль Behringer UM300
Fender USA Telecaster (2001)
"Диджериду Эксклюзив 177 см - Дуб с Росписью, Новый"
"Чехол для барабанных тарелок 22"""
"Theo Wanne (США) cаксофоны, мундштуки и аксессуары"
Электрогитара Ashtone superstrat
Домра мастеровая Филиппов А.Н
Novation 25SL mkII
Продаю микшерный пульт spirit king-416
Цифровое пианино Yamaha P-115B с Гарантией
StudioLogic Sledge Black Edition Синтезатор
"Bosphorus 14"" Hi Hat Cymbals"
Warwick Streamer Bolt-on 1993
Лайн селектор Shift Line The Truth
Стерео хорус (Juno Chorus) из Roland juno-106
Продам качественный рэковый кейс CNB RC520/8U
Гитара Martin backpacker
Акустическая система dB Technologies opera 12 15
Гитарная педаль EarthQuaker Devices Avalanche Run
Электрогитара Gibson SGJ 2014 Vintage Sunburst
Weltmeister Grandina
Hardwire tr-7
Студийные ламповые моноблоки мониторные
Электрогитара Yamaha Pacifica 012 BL
Дым машина Involight FM1200
LP 462 рок-шейкер
Engl Special Edition Preamp E570
Продам Edwards e-lp 92 custom
Akai mpc 2500
Малый глюкофон на 8 нот
Rocktron zombie distortion
"Отдам пианино ""Заря"""
Пианино Стейнвег
Кахон
Roland e 38 стойки для а. с и др
Пара проигрывателей винила Numark TT1650
Пианино Petrov 1978 г
Пианино W.Hoffmann антиквариат начало 20 века
Диджейские Проигрыватели CDJs Pioneer 800 (2 Шт)
Капа кабельная 3 канала
"Малый барабан Sonor 2005 full chrome snare 14""x5.5"
Новая беспроводная гитарная цифровая радиосистема
Apogee X-Symphony Card
Внешняя звуковая карта M-Audio Firewire Solo
Yamaha Maple Custom Absolute
Гитара hohner
Кейс для баритона Selmer
Seymour duncan 805 overdrive
Cubase 9
Edirol Audio Capture UA-20 USB Звуковая Карта
Electro-Harmonix Metal Muff
Morley Steve Vai Bad Horsie 2
Струнодержатель с двумя машинками и жилкой
Рэковая стойка proel
Taylor 914ce
Баян тульский
Педаль роутер Cherub NUX-AB3 Router Switcher
Инструментальный микрофон AKG D112
Catalinbread Belle Epoch
Yerasov scs pedalboard pb-4 ерасов педалборд
Комплект колонки 2х500вт + усилитель
Пианино Калужанка
Саксофон профи Европа XX-й век
Продаю набор для гитариста
Синтезатор yamaha
Контрольная консоль Euphonix MC Transport
Педалборд в сумке
Бас-гитара GL L1505 (USA`98)
ENS0NIQ легенда TS-10 Plus легенда ensoniq ensonic
Аккордеон hohner verdi 3
Gibson Les Paul 1983
Пульт микшерный Alto AMX-100
Alesis Quadraverb процессор эффектов
Akg p420 микрофон
Midi-клавиатура Roland
"Звукосниматели-картриджи:stanton,ortofon,audiotech"
Joe Barden HB Two/Tone Humbucker Set 2 pickups USA
Gibson Les Paul Studio 2006
Акустика Fender CD-60
Копия Rickenbacker 4003 Diamond Rock`n`Roller
Akg 400 и 4000
Пластиковая колотушка roland
Schecter Omen 6
Sabian AA Fusion Hats 13/33cm
Бас гитарный процессор Digitech BP 355
Nocs NS900live
"Пианино ""Беларусь"" Б-7, знак качества"
Баян фирмы weltmeister германия конец 40-Х рабочий
Ampeg SVT 350H USA
Сателлиты Electro Voice SXA360 (2шт)
Кларнет Noblet
Синтезатор Yamaha
Барабан пионерский СССР
Lexicon Lambda
Гитара 6-ти струнная
Gibson explorer melody maker 2011
Микшерный пульт со встроенным голосовым процессоро
Tc electronics nova delay
Gibson sg 61 reissue
Squier Affinity by Fender Stratocaster 1999г
Рамочный барабан Alter Percussion 16 дюймов
"Акустическая система Verse insider 12"" MK II (2 шт"
Продажа Epiphone custom pro alpine white
Стойка LP для перкуссии ковбэллов
Fender squier affinity stratocaster MN
Педаль Dunlop Cry Baby Slash SW-95
Акустическая гитара ibanez PF15-BK
Аккордеон Weltmeister концертный полный
Eurolite FS-600/19 профильный театральный прожект
Комбоусилитель для электрогитары Belcat 15G 15Вт
Микшерный пульт eurorack ub802
Tama tw100
Аккордеон horch
Robe сканеры
Mesa boogie distortion throttle box
Пюпитр (подставка для нот)
Банджо Gold Tone OB-250
Digitech Death Metal
"Большая Дарбука,барабан,дабка,думбек. Моя прелесть"
Pioneer CDJ-200
Продаю пианино Mozart фабрики Лира
Комбик vox vt20 + valvetronix+
Soundcraft UI-12 новый
Классическая гитара Cremona 4855
Укулеле Flight NUS-310
Native Instruments Traktor s2 MK2
Гитара Hohner
Электрогитара Ibanez GAX30 BKN Black Night
Классическая гитара
Gibson Les Paul Standard 1999 Tobacco Burst NOS
Пианино Gaiisia
Продам сабвуферы JBL M PRO MP418S USA 4 штуки
Электрогитара ibanez Gio grgr121EX-BKN
Peavey Predator Plus EXP
Ручки громкости
Marshall jackhammer jh-1
Seymour Duncan sh-4 (white)
Schecter Hellraiser V-1 FR Black
Электроакустическая гитара
Аккордеон
Пианино Petrof
Кроссовер Alto x34sw
Синтезатор yamaha psr E233
TC electronic spark booster
Аккордеон Малыш
Madeira HW-840 гитара акустическая 011020706
Yerasov GTS-80R
Yamaha clavinova CLP-535
Фортепиано антикварное E. lohmann
Чехол для малого барабана и педали AMC брм3-7-14in
Behringer HD 300
Комбик гитарный/акустический Regent R221
Графический экволайзер DBX2231
Система ушного мониторинга Shure PSM 200
Акустический комбоусилитель Acus One 5T
Овердрайв U-sound Doodl-Doo
Moog moogerfooger mf-104z
Скрипка Gliga Genial 1 S-V012 1/2 Комплект
Tascam CD-RW900SL профессиональный CD-рекордер
Кейс Fender
